LEAID,NAME_LEA21,NAME_COUNTY21
4811110,Brady Independent School District,McCulloch County
4813960,China Spring Independent School District,McLennan County
4815600,Crawford Independent School District,McLennan County
4828200,Lorena Independent School District,McLennan County
4833420,Oglesby Independent School District,McLennan County
4837110,Riesel Independent School District,McLennan County
4837410,Robinson Independent School District,McLennan County
4845040,West Independent School District,McLennan County
4828710,Madisonville Consolidated Independent School District,Madison County
4832910,Normangee Independent School District,Madison County
4809090,Avinger Independent School District,Marion County
4825790,Klondike Independent School District,Martin County
4841430,Stanton Independent School District,Martin County
4817400,Doss Consolidated Common School District,Mason County
4810780,Boling Independent School District,Matagorda County
4834020,Palacios Independent School District,Matagorda County
4816950,Devine Independent School District,Medina County
4823430,Hondo Independent School District,Medina County
4828650,Lytle Independent School District,Medina County
4830060,Medina Valley Independent School District,Medina County
4818070,Eden Consolidated Independent School District,Menard County
4823370,Holland Independent School District,Milam County
4837710,Rogers Independent School District,Milam County
4842630,Thorndale Independent School District,Milam County
4811550,Brookesmith Independent School District,Mills County
4814760,Comanche Independent School District,Mills County
4827960,Lometa Independent School District,Mills County
4835820,Priddy Independent School District,Mills County
4814640,Colorado Independent School District,Mitchell County
4819620,Forsan Independent School District,Mitchell County
4824300,Ira Independent School District,Mitchell County
4808100,Alvord Independent School District,Montague County
4820970,Gold-Burg Independent School District,Montague County
4838520,Saint Jo Independent School District,Montague County
4823910,Humble Independent School District,Montgomery County
4832400,New Caney Independent School District,Montgomery County
4842960,Tomball Independent School District,Montgomery County
4845900,Willis Independent School District,Montgomery County
4841910,Sunray Independent School District,Moore County
4816180,Daingerfield-Lone Star Independent School District,Morris County
4823850,Hughes Springs Independent School District,Morris County
4831500,Motley County Independent School District,Motley County
4813980,Chireno Independent School District,Nacogdoches County
4816080,Cushing Independent School District,Nacogdoches County
4820400,Garrison Independent School District,Nacogdoches County
4812360,Bynum Independent School District,Navarro County
4815330,Corsicana Independent School District,Navarro County
4816380,Dawson Independent School District,Navarro County
4818540,Ennis Independent School District,Navarro County
4818940,Fairfield Independent School District,Navarro County
4825710,Kirbyville Consolidated Independent School District,Newton County
4842030,Sweetwater Independent School District,Nolan County
4807530,Agua Dulce Independent School District,Nueces County
4835370,Port Aransas Independent School District,Nueces County
4807500,Adrian Independent School District,Oldham County
4813620,Channing Independent School District,Oldham County
4843980,Vega Independent School District,Oldham County
4844160,Vidor Independent School District,Orange County
4821180,Gordon Independent School District,Palo Pinto County
4821330,Graford Independent School District,Palo Pinto County
4830870,Millsap Independent School District,Palo Pinto County
4830950,Mineral Wells Independent School District,Palo Pinto County
4839390,Santo Independent School District,Palo Pinto County
4818480,Elysian Fields Independent School District,Panola County
4824810,Joaquin Independent School District,Panola County
4842240,Tatum Independent School District,Panola County
4842360,Tenaha Independent School District,Panola County
4807780,Aledo Independent School District,Parker County
4830870,Millsap Independent School District,Parker County
4830950,Mineral Wells Independent School District,Parker County
4835340,Poolville Independent School District,Parker County
4841280,Springtown Independent School District,Parker County
4819110,Farwell Independent School District,Parmer County
4819980,Friona Independent School District,Parmer County
4826970,Lazbuddie Independent School District,Parmer County
4813770,Chester Independent School District,Polk County
4846440,Woodville Independent School District,Polk County
4808130,Amarillo Independent School District,Potter County
4835570,Bushland Independent School District,Potter County
4807650,Alba-Golden Independent School District,Rains County
4828020,Lone Oak Independent School District,Rains County
4830810,Miller Grove Independent School District,Rains County
4836360,Rains Independent School District,Rains County
4808130,Amarillo Independent School District,Randall County
4835570,Bushland Independent School District,Randall County
4827000,Leakey Independent School District,Real County
4835740,Prairiland Independent School District,Red River County
4834550,Pecos-Barstow-Toyah Independent School District,Reeves County
4830480,Miami Independent School District,Roberts County
4834170,Pampa Independent School District,Roberts County
4811250,Bremond Independent School District,Robertson County
4811790,Bryan Independent School District,Robertson County
4827180,Leon Independent School District,Robertson County
4800007,Panther Creek Consolidated Independent School District,Runnels County
4811490,Bronte Independent School District,Runnels County
4814550,Coleman Independent School District,Runnels County
4824780,Jim Ned Consolidated Independent School District,Runnels County
4830750,Miles Independent School District,Runnels County
4846260,Winters Independent School District,Runnels County
4812870,Carlisle Independent School District,Rusk County
4816080,Cushing Independent School District,Rusk County
4820400,Garrison Independent School District,Rusk County
4825620,Kilgore Independent School District,Rusk County
4838360,Rusk Independent School District,Rusk County
4842240,Tatum Independent School District,Rusk County
4839960,Shelbyville Independent School District,Sabine County
4813980,Chireno Independent School District,San Augustine County
4838760,San Augustine Independent School District,San Augustine County
4845900,Willis Independent School District,San Jacinto County
4840410,Skidmore-Tynan Independent School District,San Patricio County
4814640,Colorado Independent School District,Scurry County
4823040,Hermleigh Independent School District,Scurry County
